HAN-SAN-QI	Gene_ID:1652	@<<GADExtractor>> PMID: 16114092 #En1: Radix Notoginseng #En2: DDT *KeyWords: null /***1
JIU-JIE-CHA	Gene_ID:3569	@<<GADExtractor>> PMID: 27631138 #En1: Sarcandra glabra #En2: IL-6 *KeyWords: suppress /***1
MIAN-TOU-XUE-LIAN	Gene_ID:4043	@<<GADExtractor>> PMID: 27423108 #En1: Saussurea laniceps #En2: RAP *KeyWords: null /***1
MIAN-TOU-XUE-LIAN	Gene_ID:3309	@<<GADExtractor>> PMID: 24841997 #En1: Saussurea laniceps #En2: Bip *KeyWords: null /@<<GADExtractor>> PMID: 24841997 #En1: Saussurea medusa #En2: Bip *KeyWords: null /@<<GADExtractor>> PMID: 24841997 #En1: Saussurea medusa #En2: Bip *KeyWords: null /***3
MU-XIANG	Gene_ID:114548	@<<GADExtractor>> PMID: 32057354 #En1: Saussurea lappa #En2: NLRP3 *KeyWords: inhibited /@<<GADExtractor>> PMID: 32057354 #En1: Saussurea lappa #En2: NLRP3 *KeyWords: exerted /***2
MU-XIANG	Gene_ID:834	@<<GADExtractor>> PMID: 32057354 #En1: Saussurea lappa #En2: caspase-1 *KeyWords: inhibited /***1
MU-XIANG	Gene_ID:182	@<<GADExtractor>> PMID: 15467204 #En1: Saussurea lappa #En2: AGS *KeyWords: null /@<<GADExtractor>> PMID: 15467204 #En1: Saussurea lappa #En2: AGS *KeyWords: induce /***2
MU-XIANG	Gene_ID:308	@<<GADExtractor>> PMID: 15467204 #En1: Saussurea lappa #En2: Annexin V *KeyWords: induce /***1
MU-XIANG	Gene_ID:7157	@<<GADExtractor>> PMID: 15467204 #En1: Saussurea lappa #En2: p53 *KeyWords: increased /***1
MU-XIANG	Gene_ID:581	@<<GADExtractor>> PMID: 15467204 #En1: Saussurea lappa #En2: Bax *KeyWords: increased /***1
MU-XIANG	Gene_ID:836	@<<GADExtractor>> PMID: 15467204 #En1: Saussurea lappa #En2: caspase-3 *KeyWords: increased /***1
MU-XIANG	Gene_ID:4843	@<<GADExtractor>> PMID: 11100933 #En1: Saussurea lappa #En2: iNOS *KeyWords: found /@<<GADExtractor>> PMID: 11100933 #En1: Saussurea lappa #En2: iNOS *KeyWords: found /***2
MU-XIANG	Gene_ID:51477	@<<GADExtractor>> PMID: 11100933 #En1: Saussurea lappa #En2: iNOS *KeyWords: found /@<<GADExtractor>> PMID: 11100933 #En1: Saussurea lappa #En2: iNOS *KeyWords: found /***2
ROU-MAO-XIAO-RU-XIANG	Gene_ID:1636	@<<GADExtractor>> PMID: 20185303 #En1: Schinus molle #En2: angiotensin I-converting enzyme *KeyWords: inhibited /@<<GADExtractor>> PMID: 20185303 #En1: Schinus molle #En2: ACE *KeyWords: inhibited /***2
WU-WEI-ZI	Gene_ID:1385	@<<GADExtractor>> PMID: 32140977 #En1: Schisandra chinensis #En2: CREB *KeyWords: Induced /***1
WU-WEI-ZI	Gene_ID:4254	@<<GADExtractor>> PMID: 25407144 #En1: Schisandra chinensis #En2: SCF *KeyWords: null /@<<GADExtractor>> PMID: 29986408 #En1: Schisandra chinensis #En2: SCF *KeyWords: null /@<<GADExtractor>> PMID: 29986408 #En1: Schisandra chinensis #En2: SCF *KeyWords: null /@<<GADExtractor>> PMID: 30821573 #En1: Schisandra chinensis #En2: SCF *KeyWords: null /@<<GADExtractor>> PMID: 29751698 #En1: Schisandra chinensis #En2: SCF *KeyWords: null /@<<GADExtractor>> PMID: 18442518 #En1: Schisandra sp #En2: SCF *KeyWords: null /@<<GADExtractor>> PMID: 18442518 #En1: Schisandra sphenanthera #En2: SCF *KeyWords: null /@<<GADExtractor>> PMID: 18442518 #En1: Schisandra sphenanthera #En2: SCF *KeyWords: null /***8
WU-WEI-ZI	Gene_ID:1066	@<<GADExtractor>> PMID: 28167106 #En1: schisandra chinensis #En2: CEH *KeyWords: investigated /@<<GADExtractor>> PMID: 28167106 #En1: schisandra chinensis #En2: CEH *KeyWords: null /***2
WU-WEI-ZI	Gene_ID:2571	@<<GADExtractor>> PMID: 28167106 #En1: schisandra chinensis #En2: SCP *KeyWords: taking /@<<GADExtractor>> PMID: 28167106 #En1: schisandra chinensis #En2: SCP *KeyWords: null /@<<GADExtractor>> PMID: 26230941 #En1: Schisandra chinensis #En2: SCP *KeyWords: null /@<<GADExtractor>> PMID: 27367669 #En1: Schisandra chinensis #En2: SCP *KeyWords: presented /@<<GADExtractor>> PMID: 27367669 #En1: Schisandra chinensis #En2: SCP *KeyWords: null /@<<GADExtractor>> PMID: 27545408 #En1: Schisandra chinensis #En2: SCP *KeyWords: null /@<<GADExtractor>> PMID: 30844489 #En1: Schisandra Chinensis #En2: SCP *KeyWords: null /***7
WU-WEI-ZI	Gene_ID:4663	@<<GADExtractor>> PMID: 28167106 #En1: schisandra chinensis #En2: NAC *KeyWords: taking /@<<GADExtractor>> PMID: 28167106 #En1: schisandra chinensis #En2: NAC *KeyWords: null /***2
WU-WEI-ZI	Gene_ID:22861	@<<GADExtractor>> PMID: 28167106 #En1: schisandra chinensis #En2: NAC *KeyWords: taking /@<<GADExtractor>> PMID: 28167106 #En1: schisandra chinensis #En2: NAC *KeyWords: null /***2
WU-WEI-ZI	Gene_ID:7504	@<<GADExtractor>> PMID: 28167106 #En1: schisandra chinensis #En2: NAC *KeyWords: taking /@<<GADExtractor>> PMID: 28167106 #En1: schisandra chinensis #En2: NAC *KeyWords: null /***2
WU-WEI-ZI	Gene_ID:80218	@<<GADExtractor>> PMID: 18987970 #En1: Schisandra chinensis #En2: San *KeyWords: null /@<<GADExtractor>> PMID: 10547189 #En1: Schisandra Chinensis #En2: San *KeyWords: null /@<<GADExtractor>> PMID: 30384366 #En1: Schisandra chinensis #En2: San *KeyWords: null /***3
WU-WEI-ZI	Gene_ID:6351	@<<GADExtractor>> PMID: 23888698 #En1: Schisandra chinensis #En2: CCl4 *KeyWords: null /@<<GADExtractor>> PMID: 10616961 #En1: Schisandra chinensis #En2: CCl4 *KeyWords: using /@<<GADExtractor>> PMID: 10616961 #En1: Schisandra chinensis #En2: CCl4 *KeyWords: null /***3
WU-WEI-ZI	Gene_ID:6098	@<<GADExtractor>> PMID: 22438664 #En1: Schisandra chinensis #En2: ROS *KeyWords: null /@<<GADExtractor>> PMID: 22438664 #En1: Schisandra chinensis #En2: ROS *KeyWords: null /***2
WU-WEI-ZI	Gene_ID:1544	@<<GADExtractor>> PMID: 23376044 #En1: Schisandra chinensis #En2: CYP1A2 *KeyWords: null /***1
WU-WEI-ZI	Gene_ID:1571	@<<GADExtractor>> PMID: 23376044 #En1: Schisandra chinensis #En2: CYP2E1 *KeyWords: null /***1
WU-WEI-ZI	Gene_ID:1576	@<<GADExtractor>> PMID: 23376044 #En1: Schisandra chinensis #En2: CYP3A4 *KeyWords: null /@<<GADExtractor>> PMID: 28344076 #En1: Schisandra chinensis #En2: CYP3A4 *KeyWords: null /@<<GADExtractor>> PMID: 28344076 #En1: Schisandra chinensis #En2: CYP3A4 *KeyWords: null /***3
WU-WEI-ZI	Gene_ID:4311	@<<GADExtractor>> PMID: 18773416 #En1: Schisandra chinensis #En2: SFE *KeyWords: null /@<<GADExtractor>> PMID: 18773416 #En1: Schisandra chinensis #En2: SFE *KeyWords: null /@<<GADExtractor>> PMID: 18773416 #En1: Schisandra chinensis #En2: SFE *KeyWords: made /***3
WU-WEI-ZI	Gene_ID:3661	@<<GADExtractor>> PMID: 30558163 #En1: Schisandra Chinensis #En2: IRF3 *KeyWords: Suppresses /***1
WU-WEI-ZI	Gene_ID:3855	@<<GADExtractor>> PMID: 30558163 #En1: Schisandra Chinensis #En2: SCL *KeyWords: null /***1
WU-WEI-ZI	Gene_ID:8856	@<<GADExtractor>> PMID: 21524698 #En1: Schisandra chinensis #En2: PXR *KeyWords: trans-activate /@<<GADExtractor>> PMID: 16267138 #En1: Schisandra chinensis #En2: PXR *KeyWords: activate /@<<GADExtractor>> PMID: 31336134 #En1: Schisandra sp #En2: pregnane X receptor *KeyWords: null /@<<GADExtractor>> PMID: 31336134 #En1: Schisandra sp #En2: PXR *KeyWords: exert /@<<GADExtractor>> PMID: 31336134 #En1: Schisandra sphenanthera #En2: pregnane X receptor *KeyWords: null /@<<GADExtractor>> PMID: 31336134 #En1: Schisandra sphenanthera #En2: PXR *KeyWords: exert /@<<GADExtractor>> PMID: 31336134 #En1: Schisandra sphenanthera #En2: pregnane X receptor *KeyWords: null /@<<GADExtractor>> PMID: 31336134 #En1: Schisandra sphenanthera #En2: PXR *KeyWords: exert /***8
WU-WEI-ZI	Gene_ID:1577	@<<GADExtractor>> PMID: 28344076 #En1: Schisandra chinensis #En2: CYP3A5 *KeyWords: null /@<<GADExtractor>> PMID: 28344076 #En1: Schisandra chinensis #En2: CYP3A5 *KeyWords: null /***2
WU-WEI-ZI	Gene_ID:101180900	@<<GADExtractor>> PMID: 28284081 #En1: Schisandra Chinensis #En2: MSE *KeyWords: fructus /***1
WU-WEI-ZI	Gene_ID:1161	@<<GADExtractor>> PMID: 26355803 #En1: Schisandra chinensis #En2: CsA *KeyWords: coadministered /***1
WU-WEI-ZI	Gene_ID:3313	@<<GADExtractor>> PMID: 26355803 #En1: Schisandra chinensis #En2: CsA *KeyWords: coadministered /***1
WU-WEI-ZI	Gene_ID:1442	@<<GADExtractor>> PMID: 26355803 #En1: Schisandra chinensis #En2: CsA *KeyWords: coadministered /***1
WU-WEI-ZI	Gene_ID:5925	@<<GADExtractor>> PMID: 24462784 #En1: Schisandra chinensis #En2: Rb1 *KeyWords: null /***1
WU-WEI-ZI	Gene_ID:4035	@<<GADExtractor>> PMID: 32251761 #En1: Schisandra chinensis #En2: LRP-1 *KeyWords: acts /***1
WU-WEI-ZI	Gene_ID:55079	@<<GADExtractor>> PMID: 29053630 #En1: Schisandra Chinensis #En2: TOF *KeyWords: null /@<<GADExtractor>> PMID: 31433414 #En1: Schisandra chinensis #En2: TOF *KeyWords: null /***2
WU-WEI-ZI	Gene_ID:6611	@<<GADExtractor>> PMID: 14587874 #En1: Schisandra chinensis #En2: SMS *KeyWords: null /@<<GADExtractor>> PMID: 14587874 #En1: Schisandra chinensis #En2: SMS *KeyWords: rationalize /@<<GADExtractor>> PMID: 30384366 #En1: Schisandra chinensis #En2: SMS *KeyWords: null /***3
WU-WEI-ZI	Gene_ID:7249	@<<GADExtractor>> PMID: 26972505 #En1: Schisandra chinensis #En2: NAFLD *KeyWords: null /***1
WU-WEI-ZI	Gene_ID:4780	@<<GADExtractor>> PMID: 25552902 #En1: Schisandra chinensis #En2: Nrf2 *KeyWords: regulates /***1
WU-WEI-ZI	Gene_ID:2551	@<<GADExtractor>> PMID: 25552902 #En1: Schisandra chinensis #En2: Nrf2 *KeyWords: regulates /***1
WU-WEI-ZI	Gene_ID:2010	@<<GADExtractor>> PMID: 24813830 #En1: Schisandra chinensis #En2: STA *KeyWords: null /***1
WU-WEI-ZI	Gene_ID:9213	@<<GADExtractor>> PMID: 16267138 #En1: Schisandra chinensis #En2: X receptor *KeyWords: activate /@<<GADExtractor>> PMID: 16267138 #En1: Schisandra chinensis #En2: X receptor *KeyWords: activate /***2
WU-WEI-ZI	Gene_ID:173	@<<GADExtractor>> PMID: 31118972 #En1: Schisandra chinensis #En2: ALF *KeyWords: null /***1
WU-WEI-ZI	Gene_ID:5266	@<<GADExtractor>> PMID: 21894347 #En1: Schisandra chinensis #En2: ESI *KeyWords: null /***1
WU-WEI-ZI	Gene_ID:43	@<<GADExtractor>> PMID: 32148536 #En1: Schisandra chinensis #En2: AChE *KeyWords: null /@<<GADExtractor>> PMID: 32148536 #En1: Schisandra chinensis #En2: AChE *KeyWords: null /***2
WU-WEI-ZI	Gene_ID:4149	@<<GADExtractor>> PMID: 16141532 #En1: Schisandra chinensis #En2: Max *KeyWords: null /***1
WU-WEI-ZI	Gene_ID:3664	@<<GADExtractor>> PMID: 27794459 #En1: Schisandra chinensis #En2: PPS *KeyWords: null /***1
WU-WEI-ZI	Gene_ID:5243	@<<GADExtractor>> PMID: 17318783 #En1: Schisandra chinensis #En2: P-glycoprotein *KeyWords: reverses /***1
WU-WEI-ZI	Gene_ID:4771	@<<GADExtractor>> PMID: 17318783 #En1: Schisandra chinensis #En2: SCH *KeyWords: null /***1
ZHONG-JIAN-WU-WEI-ZI	Gene_ID:101180900	@<<GADExtractor>> PMID: 29271166 #En1: Schisandra propinqua #En2: MSE *KeyWords: null /@<<GADExtractor>> PMID: 29271166 #En1: Schisandra propinqua #En2: MSE *KeyWords: null /***2
ZHONG-JIAN-WU-WEI-ZI	Gene_ID:55079	@<<GADExtractor>> PMID: 29271166 #En1: Schisandra propinqua #En2: TOF *KeyWords: null /***1
JING-JIE	Gene_ID:6783	@<<GADExtractor>> PMID: 28428548 #En1: Schizonepeta tenuifolia #En2: STE *KeyWords: null /***1
WU-GONG	Gene_ID:6647	@<<GADExtractor>> PMID: 24168240 #En1: Scolopendra subspinipes mutilans #En2: hSOD1 *KeyWords: attenuates /***1
XUAN-SHEN	Gene_ID:801	@<<GADExtractor>> PMID: 15010258 #En1: Scrophularia ningpoensis #En2: CAM *KeyWords: null /***1
XUAN-SHEN	Gene_ID:79823	@<<GADExtractor>> PMID: 15010258 #En1: Scrophularia ningpoensis #En2: CAM *KeyWords: null /***1
XUAN-SHEN	Gene_ID:1574	@<<GADExtractor>> PMID: 22242435 #En1: Scrophularia ningpoensis #En2: CYP3A *KeyWords: null /@<<GADExtractor>> PMID: 22242435 #En1: Scrophularia ningpoensis #En2: CYP3A *KeyWords: null /***2
XUAN-SHEN	Gene_ID:1571	@<<GADExtractor>> PMID: 22242435 #En1: Scrophularia ningpoensis #En2: CYP2E1 *KeyWords: null /@<<GADExtractor>> PMID: 22242435 #En1: Scrophularia ningpoensis #En2: CYP2E1 *KeyWords: null /***2
XUAN-SHEN	Gene_ID:1544	@<<GADExtractor>> PMID: 22242435 #En1: Scrophularia ningpoensis #En2: CYP1A2 *KeyWords: null /@<<GADExtractor>> PMID: 22242435 #En1: Scrophularia ningpoensis #En2: CYP1A2 *KeyWords: null /***2
XUAN-SHEN	Gene_ID:10894	@<<GADExtractor>> PMID: 29355053 #En1: Scrophularia ningpoensis #En2: HAR *KeyWords: null /***1
XUAN-SHEN	Gene_ID:4580	@<<GADExtractor>> PMID: 8339032 #En1: Scrophularia ningpoensis #En2: MTX *KeyWords: null /***1
HUANG-QIN	Gene_ID:3664	@<<GADExtractor>> PMID: 31506998 #En1: Scutellaria baicalensis #En2: LPS *KeyWords: suppress /***1
HUANG-QIN	Gene_ID:801	@<<GADExtractor>> PMID: 15010258 #En1: Scutellaria baicalensis #En2: CAM *KeyWords: null /***1
HUANG-QIN	Gene_ID:79823	@<<GADExtractor>> PMID: 15010258 #En1: Scutellaria baicalensis #En2: CAM *KeyWords: null /***1
HUANG-QIN	Gene_ID:4311	@<<GADExtractor>> PMID: 32045633 #En1: Scutellaria baicalensis #En2: SFE *KeyWords: null /***1
HUANG-QIN	Gene_ID:7442	@<<GADExtractor>> PMID: 20380875 #En1: Scutellaria baicalensis #En2: TRPV1 *KeyWords: investigating /***1
HUANG-QIN	Gene_ID:2099	@<<GADExtractor>> PMID: 9463939 #En1: Scutellaria baicalensis #En2: ESR *KeyWords: depressed /***1
HUANG-QIN	Gene_ID:5562	@<<GADExtractor>> PMID: 23110126 #En1: Scutellaria baicalensis #En2: AMPK *KeyWords: protects /@<<GADExtractor>> PMID: 23110126 #En1: Scutellaria baicalensis #En2: AMPK *KeyWords: protects /@<<GADExtractor>> PMID: 29542003 #En1: Scutellaria baicalensis #En2: AMPK *KeyWords: regulates /***3
HUANG-QIN	Gene_ID:5563	@<<GADExtractor>> PMID: 23110126 #En1: Scutellaria baicalensis #En2: AMPK *KeyWords: protects /@<<GADExtractor>> PMID: 23110126 #En1: Scutellaria baicalensis #En2: AMPK *KeyWords: protects /@<<GADExtractor>> PMID: 29542003 #En1: Scutellaria baicalensis #En2: AMPK *KeyWords: regulates /***3
HUANG-QIN	Gene_ID:100294715	@<<GADExtractor>> PMID: 18346132 #En1: Scutellaria baicalensis #En2: BOP *KeyWords: modulates /***1
HUANG-QIN	Gene_ID:2290	@<<GADExtractor>> PMID: 21804206 #En1: Scutellaria baicalensis #En2: Qin *KeyWords: null /@<<GADExtractor>> PMID: 27902752 #En1: Scutellaria baicalensis #En2: Qin *KeyWords: null /@<<GADExtractor>> PMID: 11053652 #En1: Scutellaria baicalensis #En2: Qin *KeyWords: null /@<<GADExtractor>> PMID: 28045676 #En1: Scutellaria baicalensis #En2: Qin *KeyWords: null /@<<GADExtractor>> PMID: 18070986 #En1: Scutellaria baicalensis #En2: Qin *KeyWords: null /@<<GADExtractor>> PMID: 19699788 #En1: Scutellaria baicalensis #En2: Qin *KeyWords: null /@<<GADExtractor>> PMID: 18755299 #En1: Scutellaria baicalensis #En2: Qin *KeyWords: null /***7
HUANG-QIN	Gene_ID:100187907	@<<GADExtractor>> PMID: 11458449 #En1: Scutellaria baicalensis #En2: TRAP *KeyWords: null /***1
HUANG-QIN	Gene_ID:80218	@<<GADExtractor>> PMID: 24953035 #En1: Scutellaria baicalensis #En2: San *KeyWords: null /***1
HUANG-QIN	Gene_ID:165904	@<<GADExtractor>> PMID: 24953035 #En1: Scutellaria baicalensis #En2: Xin *KeyWords: null /@<<GADExtractor>> PMID: 27965575 #En1: Scutellaria baicalensis #En2: xin *KeyWords: null /@<<GADExtractor>> PMID: 28045676 #En1: Scutellaria baicalensis #En2: Xin *KeyWords: null /***3
HUANG-QIN	Gene_ID:7157	@<<GADExtractor>> PMID: 21457722 #En1: Scutellaria baicalensis #En2: p53 *KeyWords: induce /***1
HUANG-QIN	Gene_ID:581	@<<GADExtractor>> PMID: 21457722 #En1: Scutellaria baicalensis #En2: Bax *KeyWords: induce /@<<GADExtractor>> PMID: 22210104 #En1: Scutellaria baicalensis #En2: Bax *KeyWords: activating /@<<GADExtractor>> PMID: 25206402 #En1: Scutellaria baicalensis #En2: Bax *KeyWords: null /@<<GADExtractor>> PMID: 25206402 #En1: Scutellaria baicalensis #En2: Bax *KeyWords: baicalensis /***4
HUANG-QIN	Gene_ID:5290	@<<GADExtractor>> PMID: 31424673 #En1: Scutellaria baicalensis #En2: PI3K *KeyWords: inducing /@<<GADExtractor>> PMID: 29861765 #En1: Scutellaria baicalensis #En2: PI3K *KeyWords: Attenuates /***2
HUANG-QIN	Gene_ID:5294	@<<GADExtractor>> PMID: 31424673 #En1: Scutellaria baicalensis #En2: PI3K *KeyWords: inducing /@<<GADExtractor>> PMID: 29861765 #En1: Scutellaria baicalensis #En2: PI3K *KeyWords: Attenuates /***2
HUANG-QIN	Gene_ID:5293	@<<GADExtractor>> PMID: 31424673 #En1: Scutellaria baicalensis #En2: PI3K *KeyWords: inducing /@<<GADExtractor>> PMID: 29861765 #En1: Scutellaria baicalensis #En2: PI3K *KeyWords: Attenuates /***2
HUANG-QIN	Gene_ID:5295	@<<GADExtractor>> PMID: 31424673 #En1: Scutellaria baicalensis #En2: PI3K *KeyWords: inducing /@<<GADExtractor>> PMID: 29861765 #En1: Scutellaria baicalensis #En2: PI3K *KeyWords: Attenuates /***2
HUANG-QIN	Gene_ID:207	@<<GADExtractor>> PMID: 31424673 #En1: Scutellaria baicalensis #En2: AKT *KeyWords: inducing /@<<GADExtractor>> PMID: 29861765 #En1: Scutellaria baicalensis #En2: Akt *KeyWords: Attenuates /***2
HUANG-QIN	Gene_ID:6774	@<<GADExtractor>> PMID: 31424673 #En1: Scutellaria baicalensis #En2: STAT3 *KeyWords: inducing /***1
HUANG-QIN	Gene_ID:1742	@<<GADExtractor>> PMID: 15185839 #En1: Scutellaria baicalensis #En2: PSD-95 *KeyWords: showed /***1
HUANG-QIN	Gene_ID:260431	@<<GADExtractor>> PMID: 29861765 #En1: Scutellaria baicalensis #En2: COPD *KeyWords: Attenuates /***1
HUANG-QIN	Gene_ID:2539	@<<GADExtractor>> PMID: 11599367 #En1: Scutellaria baicalensis #En2: G6PD *KeyWords: administered /***1
HUANG-QIN	Gene_ID:4313	@<<GADExtractor>> PMID: 15225671 #En1: Scutellaria baicalensis #En2: MMP-2 and -9 *KeyWords: shown /***1
HUANG-QIN	Gene_ID:4318	@<<GADExtractor>> PMID: 15225671 #En1: Scutellaria baicalensis #En2: MMP-2 and -9 *KeyWords: shown /***1
HUANG-QIN	Gene_ID:5594	@<<GADExtractor>> PMID: 22210104 #En1: Scutellaria baicalensis #En2: ERK *KeyWords: activating /***1
HUANG-QIN	Gene_ID:2048	@<<GADExtractor>> PMID: 22210104 #En1: Scutellaria baicalensis #En2: ERK *KeyWords: activating /***1
HUANG-QIN	Gene_ID:5199	@<<GADExtractor>> PMID: 28862668 #En1: Scutellaria baicalensis #En2: CFP *KeyWords: null /@<<GADExtractor>> PMID: 28862668 #En1: Scutellaria baicalensis #En2: CFP *KeyWords: (accounting /@<<GADExtractor>> PMID: 28862668 #En1: Scutellaria baicalensis #En2: CFP *KeyWords: null /@<<GADExtractor>> PMID: 28862668 #En1: Scutellaria baicalensis #En2: CFP *KeyWords: null /@<<GADExtractor>> PMID: 28862668 #En1: Scutellaria baicalensis #En2: CFP *KeyWords: coupled /@<<GADExtractor>> PMID: 28862668 #En1: Scutellaria baicalensis #En2: CFP *KeyWords: coupled /@<<GADExtractor>> PMID: 28862668 #En1: Scutellaria baicalensis #En2: CFP *KeyWords: coupled /@<<GADExtractor>> PMID: 28862668 #En1: Scutellaria baicalensis #En2: CFP *KeyWords: null /@<<GADExtractor>> PMID: 28862668 #En1: Scutellaria baicalensis #En2: CFP *KeyWords: null /@<<GADExtractor>> PMID: 28862668 #En1: Scutellaria baicalensis #En2: CFP *KeyWords: null /@<<GADExtractor>> PMID: 28862668 #En1: Scutellaria baicalensis #En2: CFP *KeyWords: null /@<<GADExtractor>> PMID: 28862668 #En1: Scutellaria baicalensis #En2: CFP *KeyWords: null /***12
HUANG-QIN	Gene_ID:356	@<<GADExtractor>> PMID: 25819872 #En1: Scutellaria baicalensis #En2: FasL *KeyWords: plays /***1
HUANG-QIN	Gene_ID:2053	@<<GADExtractor>> PMID: 30980876 #En1: Scutellaria baicalensis #En2: sEH *KeyWords: null /@<<GADExtractor>> PMID: 30980876 #En1: Scutellaria baicalensis #En2: sEH *KeyWords: displayed /***2
HUANG-QIN	Gene_ID:114548	@<<GADExtractor>> PMID: 30936012 #En1: Scutellaria baicalensis #En2: NLRP3 *KeyWords: ameliorates /***1
HUANG-QIN	Gene_ID:595	@<<GADExtractor>> PMID: 21369700 #En1: Scutellaria baicalensis #En2: cyclin D1 *KeyWords: null /***1
HUANG-QIN	Gene_ID:1026	@<<GADExtractor>> PMID: 21369700 #En1: Scutellaria baicalensis #En2: p21 *KeyWords: increased; /***1
HUANG-QIN	Gene_ID:27065	@<<GADExtractor>> PMID: 21369700 #En1: Scutellaria baicalensis #En2: p21 *KeyWords: increased; /***1
HUANG-QIN	Gene_ID:9338	@<<GADExtractor>> PMID: 21369700 #En1: Scutellaria baicalensis #En2: p21 *KeyWords: increased; /***1
HUANG-QIN	Gene_ID:644914	@<<GADExtractor>> PMID: 21369700 #En1: Scutellaria baicalensis #En2: p21 *KeyWords: increased; /***1
HUANG-QIN	Gene_ID:3569	@<<GADExtractor>> PMID: 17266043 #En1: Scutellaria baicalensis #En2: IL-6 *KeyWords: null /@<<GADExtractor>> PMID: 21731166 #En1: Scutellaria baicalensis #En2: IL-6 *KeyWords: null /***2
HUANG-QIN	Gene_ID:5743	@<<GADExtractor>> PMID: 22634839 #En1: Scutellaria baicalensis #En2: cyclooxygenase-2 *KeyWords: alleviates /***1
HUANG-QIN	Gene_ID:7249	@<<GADExtractor>> PMID: 29542003 #En1: Scutellaria baicalensis #En2: NAFLD *KeyWords: regulates /***1
HUANG-QIN	Gene_ID:54205	@<<GADExtractor>> PMID: 25206402 #En1: Scutellaria baicalensis #En2: cytochrome c *KeyWords: null /@<<GADExtractor>> PMID: 25206402 #En1: Scutellaria baicalensis #En2: cytochrome c *KeyWords: baicalensis /***2
HUANG-QIN	Gene_ID:836	@<<GADExtractor>> PMID: 25206402 #En1: Scutellaria baicalensis #En2: caspase-3 *KeyWords: null /@<<GADExtractor>> PMID: 25206402 #En1: Scutellaria baicalensis #En2: caspase-3 *KeyWords: baicalensis /***2
HUANG-QIN	Gene_ID:596	@<<GADExtractor>> PMID: 25206402 #En1: Scutellaria baicalensis #En2: Bcl-2 *KeyWords: increased; /@<<GADExtractor>> PMID: 25206402 #En1: Scutellaria baicalensis #En2: Bcl-2 *KeyWords: baicalensis /***2
HUANG-QIN	Gene_ID:173	@<<GADExtractor>> PMID: 27633311 #En1: Scutellaria baicalensis #En2: Alba *KeyWords: roots /@<<GADExtractor>> PMID: 24731420 #En1: Scutellaria baicalensis #En2: Alba *KeyWords: null /@<<GADExtractor>> PMID: 24731420 #En1: Scutellaria baicalensis #En2: Alba *KeyWords: null /@<<GADExtractor>> PMID: 24731420 #En1: Scutellaria baicalensis #En2: Alba *KeyWords: described /@<<GADExtractor>> PMID: 24731420 #En1: Scutellaria baicalensis #En2: Alba *KeyWords: described /@<<GADExtractor>> PMID: 24731420 #En1: Scutellaria baicalensis #En2: Alba *KeyWords: null /@<<GADExtractor>> PMID: 24731420 #En1: Scutellaria baicalensis #En2: Alba *KeyWords: described /@<<GADExtractor>> PMID: 24731420 #En1: Scutellaria baicalensis #En2: Alba *KeyWords: effective /@<<GADExtractor>> PMID: 24731420 #En1: Scutellaria baicalensis #En2: Alba *KeyWords: null /***9
HUANG-QIN	Gene_ID:7422	@<<GADExtractor>> PMID: 29807443 #En1: Scutellaria baicalensis #En2: VEGF *KeyWords: null /@<<GADExtractor>> PMID: 29807443 #En1: Scutellaria baicalensis #En2: VEGF *KeyWords: targeting /***2
HUANG-QIN	Gene_ID:3791	@<<GADExtractor>> PMID: 29807443 #En1: Scutellaria baicalensis #En2: VEGFR *KeyWords: null /***1
HUANG-QIN	Gene_ID:6351	@<<GADExtractor>> PMID: 16293380 #En1: Scutellaria baicalensis #En2: CCL4 *KeyWords: protect /***1
HUANG-QIN	Gene_ID:137872	@<<GADExtractor>> PMID: 26747020 #En1: Scutellaria baicalensis #En2: hot *KeyWords: null /***1
HUANG-QIN	Gene_ID:4513	@<<GADExtractor>> PMID: 26770874 #En1: Scutellaria baicalensis #En2: COX-2 *KeyWords: reduced /***1
HUANG-QIN	Gene_ID:181	@<<GADExtractor>> PMID: 29504922 #En1: Scutellaria baicalensis #En2: ART *KeyWords: null /***1
HUANG-QIN	Gene_ID:5627	@<<GADExtractor>> PMID: 11836572 #En1: Scutellaria baicalensis #En2: PSA *KeyWords: null /@<<GADExtractor>> PMID: 11836572 #En1: Scutellaria baicalensis #En2: PSA *KeyWords: null /@<<GADExtractor>> PMID: 11836572 #En1: Scutellaria baicalensis #En2: PSA *KeyWords: secreted /@<<GADExtractor>> PMID: 11836572 #En1: Scutellaria baicalensis #En2: PSA *KeyWords: increased /@<<GADExtractor>> PMID: 12421879 #En1: Scutellaria baicalensis #En2: PSA *KeyWords: down-regulated /***5
HUANG-QIN	Gene_ID:354	@<<GADExtractor>> PMID: 11836572 #En1: Scutellaria baicalensis #En2: PSA *KeyWords: null /@<<GADExtractor>> PMID: 11836572 #En1: Scutellaria baicalensis #En2: PSA *KeyWords: null /@<<GADExtractor>> PMID: 11836572 #En1: Scutellaria baicalensis #En2: PSA *KeyWords: secreted /@<<GADExtractor>> PMID: 11836572 #En1: Scutellaria baicalensis #En2: PSA *KeyWords: increased /@<<GADExtractor>> PMID: 12421879 #En1: Scutellaria baicalensis #En2: PSA *KeyWords: down-regulated /***5
