AI-TANG	MESH:D011470	0 @@PMID: 26137029 #En1: Ai Tang #En2: benign prostatic hyperplasia *KeyWords: null/count: 1
HUAZHUOCAPSULE	MESH:D011472	0 @@PMID: 18476432 #En1: Huazhuo Capsule #En2: prostatitis *KeyWords: null/1 @@PMID: 18476432 #En1: Huazhuo Capsule #En2: chronic prostatitis *KeyWords: null/count: 2
HUAZHUOCAPSULE	MESH:C536764	0 @@PMID: 18476432 #En1: Huazhuo Capsule #En2: CP-DHS *KeyWords: null/count: 1
HU-GAN-PIAN	MESH:D056486	0 @@PMID: 24939315 #En1: Hugan Pian #En2: antituberculosis drug-induced liver injury *KeyWords: null/1 @@PMID: 24939315 #En1: Hugan Pian #En2: antituberculosis drug-induced liver injury *KeyWords: null/count: 2
HU-GAN-PIAN	MESH:D014397	0 @@PMID: 24939315 #En1: Hugan Pian #En2: pulmonary tuberculosis *KeyWords: null/1 @@PMID: 24939315 #En1: Hugan Pian #En2: pulmonary tuberculosis *KeyWords: null/count: 2
HU-GAN-PIAN	MESH:D006505	0 @@PMID: 31006725 #En1: Huganpian #En2: hepatic diseases *KeyWords: null/count: 1
HU-GAN-PIAN	MESH:D009369	0 @@PMID: 31698319 #En1: Huganpian #En2: cancer *KeyWords: inhibits/1 @@PMID: 31698319 #En1: Huganpian #En2: cancer *KeyWords: inhibits/count: 2
HUGANPIANTABLET	MESH:D006505	0 @@PMID: 31006725 #En1: Huganpian tablet #En2: hepatic diseases *KeyWords: null/count: 1
HUICHUNCAPSULE	MESH:D011472	0 @@PMID: 15503782 #En1: huichun capsule #En2: prostate glandular *KeyWords: null/count: 1
HU-LI-SAN	MESH:D001172	0 @@PMID: 25834171 #En1: Hulisan #En2: rheumatoid arthritis *KeyWords: treating/count: 1
HU-LU-BA-WAN	MESH:D003924	0 @@PMID: 23878600 #En1: Hu-Lu-Ba-Wan #En2: Attenuates Diabetic Nephropathy in Type 2 Diabetic *KeyWords: null/1 @@PMID: 23878600 #En1: Hu-Lu-Ba-Wan #En2: Attenuates Diabetic Nephropathy in Type 2 Diabetic *KeyWords: null/count: 2
HU-LU-BA-WAN	MESH:D007674	0 @@PMID: 23878600 #En1: Hu-Lu-Ba-Wan #En2: kidney deficiency *KeyWords: used/1 @@PMID: 23878600 #En1: Hu-Lu-Ba-Wan #En2: kidney deficiency *KeyWords: used/count: 2
HUOBIPOWDER	MESH:C536181	0 @@PMID: 29738168 #En1: Huobi Powder #En2: ED *KeyWords: null/1 @@PMID: 29738168 #En1: Huobi Powder #En2: ED *KeyWords: null/2 @@PMID: 29738168 #En1: Huobi Powder #En2: ED *KeyWords: null/count: 3
HUOBIPOWDER	MESH:D007674	0 @@PMID: 29738168 #En1: Huobi Powder #En2: kidney deficiency dampness *KeyWords: null/1 @@PMID: 29738168 #En1: Huobi Powder #En2: kidney deficiency dampness *KeyWords: null/2 @@PMID: 29738168 #En1: Huobi Powder #En2: TCM syndrome of kidney deficiency dampness *KeyWords: null/3 @@PMID: 29738168 #En1: Huobi Powder #En2: TCM syndrome of kidney deficiency dampness *KeyWords: has/count: 4
HUOBIPOWDER	MESH:D007172	0 @@PMID: 29738168 #En1: Huobi Powder #En2: erectile dysfunction *KeyWords: null/count: 1
HUODANTABLET	MESH:D009205	0 @@PMID: 11783221 #En1: huodan tablet #En2: pediatric viral myocarditis *KeyWords: treating/1 @@PMID: 11783221 #En1: Huodan Tablet #En2: pediatric viral myocarditis *KeyWords: treating/2 @@PMID: 11783221 #En1: Huodan Tablet #En2: myocarditis *KeyWords: taken/count: 3
HUO-MING-YIN	MESH:D001168	0 @@PMID: 27656238 #En1: huomingyin #En2: Arthritis *KeyWords: null/1 @@PMID: 28056922 #En1: Huo-Ming-Yin #En2: arthritis *KeyWords: regulates/2 @@PMID: 28056922 #En1: Huo-Ming-Yin #En2: arthritis *KeyWords: regulates/count: 3
HUO-MING-YIN	MESH:D001327	0 @@PMID: 27656238 #En1: huomingyin #En2: autoimmune diseases *KeyWords: used/count: 1
HUO-MING-YIN	MESH:D001172	0 @@PMID: 27656238 #En1: huomingyin #En2: rheumatoid arthritis *KeyWords: used/count: 1
HUO-MING-YIN	MESH:D015794	0 @@PMID: 26721214 #En1: Huo-Ming-Yin #En2: CHM *KeyWords: null/1 @@PMID: 26721214 #En1: Huo-Ming-Yin #En2: CHM *KeyWords: null/count: 2
HUO-MING-YIN	MESH:D015179	0 @@PMID: 24945402 #En1: Huo-Ming-Yin #En2: colon cancer *KeyWords: prescribed/count: 1
HUOPOXIALING DECOCTION	MESH:D018882	0 @@PMID: 21425567 #En1: Huopo Xialing Decoction #En2: Pi-Wei dampness-heat syndrome *KeyWords: treating/count: 1
HUO-XIANG-ZHENG-QI-WAN	MESH:D018882	0 @@PMID: 24187858 #En1: Huoxiangzhengqi Wan #En2: summer-heat dampness exterior syndrome *KeyWords: null/1 @@PMID: 24187858 #En1: Huoxiangzhengqi Wan #En2: summer-heat dampness exterior syndrome *KeyWords: null/2 @@PMID: 24187858 #En1: Huoxiangzhengqi Wan #En2: summer-heat dampness exterior syndrome *KeyWords: null/3 @@PMID: 24187858 #En1: Huoxiangzhengqi Wan #En2: summer-heat dampness exterior syndrome *KeyWords: null/count: 4
HUO-XIANG-ZHENG-QI-WAN	MESH:D003677	0 @@PMID: 24187858 #En1: Huoxiangzhengqi Wan #En2: Qi deficiency *KeyWords: accompanied/1 @@PMID: 24187858 #En1: Huoxiangzhengqi Wan #En2: Qi deficiency *KeyWords: accompanied/2 @@PMID: 24187858 #En1: Huoxiangzhengqi Wan #En2: Qi deficiency *KeyWords: accompanied/3 @@PMID: 24187858 #En1: Huoxiangzhengqi Wan #En2: Qi deficiency *KeyWords: accompanied/count: 4
HUO-XIE-TANG	OMIM:108985	0 @@PMID: 18945373 #En1: Huoxie Tang #En2: AA-CHPs Shujing Huoxie Tang *KeyWords: null/count: 1
HUO-XIE-TANG	MESH:D050031	0 @@PMID: 24987432 #En1: Huo-Xie-Tang #En2: HT *KeyWords: coadministered/count: 1
HUOXUEQINGYI DECOCTION	MESH:D045169	0 @@PMID: 27110265 #En1: Huoxue Qingyi Decoction #En2: Severe Acute Pancreatitis *KeyWords: Promotes/count: 1
HYALURONATEINJECTION	MESH:D020370	0 @@PMID: 31682385 #En1: hyaluronate injection #En2: knee osteoarthritis *KeyWords: null/count: 1
HYALURONATEINJECTION	MESH:D009410	0 @@PMID: 31682385 #En1: hyaluronate injection #En2: degeneration *KeyWords: reduce/1 @@PMID: 31682385 #En1: hyaluronate injection #En2: degeneration *KeyWords: null/count: 2
HYALURONATEINJECTION	MESH:C535955	0 @@PMID: 26729379 #En1: hyaluronate injection #En2: MD *KeyWords: null/1 @@PMID: 27222066 #En1: hyaluronate injection #En2: MD *KeyWords: null/2 @@PMID: 27222066 #En1: hyaluronate injection #En2: MD *KeyWords: null/count: 3
HYPOGLYCEMIC DECOCTION	MESH:D003924	0 @@PMID: 31885637 #En1: Hypoglycemic Decoction #En2: Type 2 Diabetes Mellitus *KeyWords: null/count: 1
INTRANASALINJECTION	MESH:C536528	0 @@PMID: 24621273 #En1: intranasal injection #En2: LPS *KeyWords: null/count: 1
IXUETENGZHENGYANG DECOCTION	MESH:D016711	0 @@PMID: 23469598 #En1: ixueteng Zhengyang Decoction #En2: Shen-yang deficiency syndrome *KeyWords: administered/count: 1
JIA-WEI-FO-SHOU-SAN	MESH:D005317	0 @@PMID: 9812783 #En1: jia wei fo shou san #En2: intrauterine growth retardation *KeyWords: null/1 @@PMID: 9812783 #En1: jia wei fo shou san #En2: intrauterine growth retardation *KeyWords: null/count: 2
JIA-WEI-FO-SHOU-SAN	MESH:D006130	0 @@PMID: 9812783 #En1: Jia Wei Fo Shou San #En2: growth retardation *KeyWords: null/1 @@PMID: 9812783 #En1: Jia Wei Fo Shou San #En2: growth retardation *KeyWords: null/count: 2
JIA-WEI-LIU-JUN-ZI-TANG	MESH:C536897	0 @@PMID: 19692449 #En1: Jia Wei Liu Jun Zi Tang #En2: Jia Wei Liu Jun Zi Tang *KeyWords: null/count: 1
JIA-WEI-LIU-JUN-ZI-TANG	OMIM:168600	0 @@PMID: 19692449 #En1: Jia Wei Liu Jun Zi Tang #En2: PD *KeyWords: null/count: 1
JIA-WEI-WEN-DAN-TANG	MESH:D020018	0 @@PMID: 30545726 #En1: Jia Wei Wen Dan Tang #En2: psychological dysfunction *KeyWords: used/1 @@PMID: 30545726 #En1: Jia Wei Wen Dan Tang #En2: psychological dysfunction *KeyWords: used/count: 2
JIA-WEI-XIAO-YAO-SAN	MESH:D015794	0 @@PMID: 32089722 #En1: Jia Wei Xiao Yao San #En2: CHM formulae Jia Wei Xiao *KeyWords: null/1 @@PMID: 32089722 #En1: Jia Wei Xiao Yao San #En2: CHM formulae Jia Wei Xiao *KeyWords: null/2 @@PMID: 24855343 #En1: jia-wei-xiao-yao-san #En2: CHM *KeyWords: null/3 @@PMID: 24855343 #En1: jia-wei-xiao-yao-san #En2: CHM *KeyWords: null/4 @@PMID: 30668320 #En1: Jia-Wei-Xiao-Yao-San #En2: CHM *KeyWords: null/5 @@PMID: 30668320 #En1: Jia-Wei-Xiao-Yao-San #En2: CHM *KeyWords: null/count: 6
JIA-WEI-XIAO-YAO-SAN	MESH:D008594	0 @@PMID: 11536376 #En1: Jia Wei Xiao Yao San #En2: menopausal syndrome *KeyWords: possesses/count: 1
JIANG-HUANG-SAN	MESH:C538339	0 @@PMID: 30989922 #En1: Jianghuang San #En2: nasopharyngeal carcinoma *KeyWords: null/1 @@PMID: 30989922 #En1: Jianghuang San #En2: nasopharyngeal carcinoma *KeyWords: null/2 @@PMID: 30989922 #En1: Jianghuang San #En2: nasopharyngeal carcinoma *KeyWords: null/3 @@PMID: 30989922 #En1: Jianghuang San #En2: nasopharyngeal carcinoma *KeyWords: null/count: 4
JIANG-HUANG-SAN	MESH:D009369	0 @@PMID: 30989922 #En1: Jianghuang San #En2: tumors *KeyWords: investigate/1 @@PMID: 30989922 #En1: Jianghuang San #En2: tumors *KeyWords: null/2 @@PMID: 30989922 #En1: Jianghuang San #En2: tumor *KeyWords: enhance/3 @@PMID: 30989922 #En1: Jianghuang San #En2: tumors *KeyWords: investigate/4 @@PMID: 30989922 #En1: Jianghuang San #En2: tumors *KeyWords: null/5 @@PMID: 30989922 #En1: Jianghuang San #En2: tumor *KeyWords: enhance/count: 6
JIANGNIANCAPSULE	MESH:D003327	0 @@PMID: 16152823 #En1: jiangnian capsule #En2: coronary heart disease *KeyWords: improving/1 @@PMID: 16152823 #En1: Jiangnian Capsule #En2: coronary heart disease *KeyWords: null/count: 2
JIANGQICAPSULE	MESH:D029424	0 @@PMID: 23019956 #En1: jiangqi capsule #En2: COPD *KeyWords: null/count: 1
JIANGTANGCAPSULE	MESH:D013272	0 @@PMID: 16379304 #En1: jiangtang capsule #En2: stomach disease *KeyWords: null/count: 1
JIANGTANGCAPSULE	MESH:D020214	0 @@PMID: 23704830 #En1: jiangtang capsule #En2: vascular lesions *KeyWords: null/1 @@PMID: 23704830 #En1: jiangtang capsule #En2: vascular lesions *KeyWords: null/count: 2
JIANGTANGCAPSULE	MESH:D003924	0 @@PMID: 23704830 #En1: jiangtang capsule #En2: type 2 diabetes mellitus *KeyWords: null/1 @@PMID: 30257381 #En1: jiangtang capsule #En2: type 2 diabetes mellitus *KeyWords: treat/2 @@PMID: 20674218 #En1: Jiangtang Capsule #En2: type 2 diabetes mellitus *KeyWords: null/3 @@PMID: 20674218 #En1: Jiangtang Capsule #En2: type 2 diabetes mellitus *KeyWords: null/4 @@PMID: 20674218 #En1: Jiangtang Capsule #En2: type 2 diabetes mellitus *KeyWords: null/5 @@PMID: 28901089 #En1: Jiangtang capsule #En2: type 2 diabetes *KeyWords: null/6 @@PMID: 28901089 #En1: Jiangtang capsule #En2: type 2 diabetes *KeyWords: null/7 @@PMID: 28901089 #En1: Jiangtang capsule #En2: type 2 diabetes *KeyWords: null/8 @@PMID: 28901089 #En1: Jiangtang capsule #En2: type 2 diabetes mellitus *KeyWords: reduce/count: 9
JIANGTANGCAPSULE	MESH:D009410	0 @@PMID: 31632529 #En1: jiangtang capsule #En2: degeneration *KeyWords: reduces/count: 1
JIANGTANGCAPSULE	MESH:D010182	0 @@PMID: 23359980 #En1: jiangtang Capsule #En2: pancreatic oxidative stress *KeyWords: null/count: 1
JIANGTANGTABLET	MESH:D003920	0 @@PMID: 30802612 #En1: Jiangtang Tablet #En2: diabetes *KeyWords: null/1 @@PMID: 16466178 #En1: Jiangtang Tablet #En2: diabetes mellitus *KeyWords: suffering/2 @@PMID: 25698248 #En1: Jiangtang Tablet #En2: diabetes *KeyWords: scavenge/3 @@PMID: 25698248 #En1: Jiangtang Tablet #En2: diabetes *KeyWords: null/4 @@PMID: 26530718 #En1: Jiangtang tablet #En2: diabetes mellitus *KeyWords: reduced/5 @@PMID: 26530718 #En1: Jiangtang tablet #En2: diabetes *KeyWords: had/6 @@PMID: 26530718 #En1: Jiangtang tablet #En2: diabetes *KeyWords: combined/count: 7
JIANGTANGTABLET	MESH:D054070	0 @@PMID: 16466178 #En1: Jiangtang Tablet #En2: stasis syndrome *KeyWords: suffering/count: 1
JIANGTANGTABLET	MESH:D009103	0 @@PMID: 29286316 #En1: Jiangtang Tablet #En2: UPLC-MS/MS Method for Pharmacokinetic Comparison of Five Alkaloids from JinQi Jiangtang Tablets and Its Monarch Drug Coptidis Rhizoma *KeyWords: null/1 @@PMID: 26340557 #En1: Jiangtang Tablet #En2: LC-ESI-MS/MS *KeyWords: null/count: 2
JIANGTANGTABLET	MESH:D003924	0 @@PMID: 30733971 #En1: Jiangtang Tablet #En2: Type 2 Diabetes *KeyWords: null/1 @@PMID: 31780013 #En1: Jiangtang Tablet #En2: type 2 diabetes *KeyWords: null/2 @@PMID: 17090371 #En1: Jiangtang Tablet #En2: type 2 diabetes *KeyWords: prescribed/count: 3
JIANGTANGTABLET	MESH:D009765	0 @@PMID: 17090371 #En1: Jiangtang Tablet #En2: obese *KeyWords: prescribed/count: 1
JIANGTANGTABLET	MESH:D011085	0 @@PMID: 17090371 #En1: Jiangtang Tablet #En2: polycystic ovary syndrome *KeyWords: prescribed/1 @@PMID: 17090371 #En1: Jiangtang Tablet #En2: PCOS *KeyWords: prescribed/2 @@PMID: 17090371 #En1: Jiangtang tablet #En2: polycystic ovary syndrome *KeyWords: null/count: 3
JIANGTANGTABLET	MESH:D006402	0 @@PMID: 16466178 #En1: jiangtang tablet #En2: diabetes of blood stasis syndrome *KeyWords: null/count: 1
JIANGYACAPSULE	MESH:D002062	0 @@PMID: 22393750 #En1: Jiangya capsule #En2: Tiangou Jiangya capsule *KeyWords: null/count: 1
JIANGYACAPSULE	MESH:D006973	0 @@PMID: 22393747 #En1: Jiangya capsule #En2: hypertension *KeyWords: null/count: 1
JIANGYACAPSULE	MESH:D020244	0 @@PMID: 22393747 #En1: Jiangya capsule #En2: middle-dose Tiangou Jiangya *KeyWords: null/count: 1
JIANGYATABLET	MESH:D006949	0 @@PMID: 15339470 #En1: Jiangya Tablet #En2: hyperlipidemia *KeyWords: null/count: 1
JIANGYATABLET	OMIM:233700	0 @@PMID: 28408942 #En1: Jiangya Tablet #En2: Uncaria total alkaloids and Semen Raphani soluble alkaloid *KeyWords: null/count: 1
JIANGZHICAPSULE	MESH:D018149	0 @@PMID: 27616031 #En1: Jiangzhi Capsule #En2: impaired sarcolemmal glucose *KeyWords: improves/count: 1
JIANGZHICAPSULE	MESH:D008659	0 @@PMID: 27616031 #En1: Jiangzhi Capsule #En2: metabolic abnormalities *KeyWords: listed/count: 1
JIANGZHICAPSULE	MESH:D011017	0 @@PMID: 26031670 #En1: Jiangzhi Capsule #En2: lipid abnormalities *KeyWords: Australian/1 @@PMID: 26031670 #En1: Jiangzhi Capsule #En2: lipid abnormalities *KeyWords: investigated/2 @@PMID: 26031670 #En1: Jiangzhi Capsule #En2: lipid abnormalities *KeyWords: null/count: 3
JIANPIHUAYU DECOCTION	MESH:D009369	0 @@PMID: 28670362 #En1: Jianpi Huayu Decoction #En2: tumors *KeyWords: null/count: 1
JIANPIHUAYU DECOCTION	MESH:D051436	0 @@PMID: 16466179 #En1: Jianpi Huayu Decoction #En2: chronic renal insufficiency *KeyWords: treating/count: 1
JIANPIHUAYU DECOCTION	MESH:D006528	0 @@PMID: 32140106 #En1: Jianpi Huayu Decoction #En2: H22 Hepatocellular Carcinoma-Bearing *KeyWords: null/count: 1
JIANPIHUOXUE DECOCTION	MESH:D003741	0 @@PMID: 22088590 #En1: Jianpi Huoxue Decoction #En2: Paeonia Alba *KeyWords: null/count: 1
JIANPIHUOXUE DECOCTION	MESH:D008107	0 @@PMID: 17498491 #En1: Jianpi Huoxue Decoction #En2: liver injury *KeyWords: null/1 @@PMID: 17498491 #En1: Jianpi Huoxue Decoction #En2: liver injury *KeyWords: null/2 @@PMID: 17498491 #En1: Jianpi Huoxue Decoction #En2: liver injury *KeyWords: inhibit/count: 3
JIANPIHUOXUE DECOCTION	MESH:C536528	0 @@PMID: 17498491 #En1: Jianpi Huoxue Decoction #En2: LPS *KeyWords: null/1 @@PMID: 17498491 #En1: Jianpi Huoxue Decoction #En2: LPS *KeyWords: inhibit/count: 2
JIANPIQINGHUA DECOCTION	MESH:D005355	0 @@PMID: 25360640 #En1: Jianpi Qinghua Decoction #En2: renal fibrosis *KeyWords: null/count: 1
JIANPIQINGHUA DECOCTION	MESH:C538457	0 @@PMID: 25360640 #En1: Jianpi Qinghua Decoction #En2: glomerulosclerosis *KeyWords: null/count: 1
JIANPIQINGHUA DECOCTION	MESH:D009369	0 @@PMID: 25360640 #En1: Jianpi Qinghua Decoction #En2: kidney tumor *KeyWords: null/count: 1
JIANPIQINGHUA DECOCTION	MESH:D005923	0 @@PMID: 25360640 #En1: Jianpi Qinghua Decoction #En2: focal segmental glomerulosclerosis *KeyWords: null/1 @@PMID: 24527575 #En1: Jianpi Qinghua Decoction #En2: focal segmental glomurular Sclerosis (FSGS) nephropathy *KeyWords: mediated/count: 2
JIANPIQINGHUA DECOCTION	MESH:C536400	0 @@PMID: 24527575 #En1: Jianpi Qinghua Decoction #En2: nephropathic *KeyWords: null/count: 1
JIANPIQINGHUA DECOCTION	MESH:D007249	0 @@PMID: 24527575 #En1: Jianpi Qinghua Decoction #En2: inflammation injury *KeyWords: null/count: 1
JIANPIQINGHUA DECOCTION	MESH:D009395	0 @@PMID: 24527575 #En1: Jianpi Qinghua Decoction #En2: renal tubulointerstitial *KeyWords: collected/1 @@PMID: 24527575 #En1: Jianpi Qinghua Decoction #En2: tubulointerstitial FN *KeyWords: decreased/count: 2
JIANPIQINGHUA DECOCTION	MESH:D007674	0 @@PMID: 24527575 #En1: Jianpi Qinghua Decoction #En2: FSGS nephropathy *KeyWords: decreased/1 @@PMID: 24527575 #En1: Jianpi Qinghua Decoction #En2: nephropathy *KeyWords: improve/2 @@PMID: 28065235 #En1: JianpiQinghua Decoction #En2: Chronic Kidney Disease *KeyWords: Treating/count: 3
JIANPIQINGHUA DECOCTION	MESH:D001925	0 @@PMID: 24527575 #En1: Jianpi Qinghua Decoction #En2: renal FSGS damage *KeyWords: improve/count: 1
JIANPIQINGHUA DECOCTION	MESH:D007676	0 @@PMID: 24167140 #En1: Jianpi Qinghua Decoction #En2: chronic renal failure *KeyWords: null/1 @@PMID: 24167140 #En1: Jianpi Qinghua Decoction #En2: chronic renal failure *KeyWords: improve/count: 2
JIANPIYANGZHENG DECOCTION	MESH:D013274	0 @@PMID: 30731181 #En1: Jianpi Yangzheng Decoction #En2: gastric cancer *KeyWords: inhibiting/count: 1
JIANPIYANGZHENGXIAOZHENG DECOCTION	MESH:D013274	0 @@PMID: 30731181 #En1: Jianpi Yangzheng Xiaozheng Decoction #En2: gastric cancer *KeyWords: null/count: 1
JIANPIQINGHUA DECOCTION	MESH:D013577	0 @@PMID: 28065235 #En1: JianpiQinghua Decoction #En2: A Syndrome *KeyWords: Treating/count: 1
JIANPIQINGHUA DECOCTION	MESH:D013160	0 @@PMID: 28065235 #En1: JianpiQinghua Decoction #En2: Spleen Deficiency *KeyWords: Treating/count: 1
JIAN-PI-ZHI-DONG DECOCTION	MESH:C538265	0 @@PMID: 23431337 #En1: Jian-Pi-Zhi-Dong Decoction #En2: Attenuates Tourette Syndrome *KeyWords: null/count: 1
JIAN-PI-ZHI-DONG DECOCTION	MESH:D005879	0 @@PMID: 23431337 #En1: Jian-Pi-Zhi-Dong Decoction #En2: Tourette syndrome *KeyWords: dedicated/1 @@PMID: 23431337 #En1: Jian-Pi-Zhi-Dong Decoction #En2: TS *KeyWords: dedicated/2 @@PMID: 24812567 #En1: Jian-Pi-Zhi-Dong Decoction #En2: Tourette syndrome *KeyWords: null/3 @@PMID: 24812567 #En1: Jian-Pi-Zhi-Dong Decoction #En2: TS *KeyWords: null/4 @@PMID: 24812567 #En1: Jian-Pi-Zhi-Dong Decoction #En2: TS *KeyWords: null/count: 5
JIANXINCAPSULE	MESH:D017202	0 @@PMID: 26591367 #En1: Jianxin Capsule #En2: Anti-myocardial Ischemia *KeyWords: null/count: 1
JIANYICAPSULE	MESH:D003928	0 @@PMID: 15339475 #En1: Jianyi Capsule #En2: diabetic nephropathy *KeyWords: null/count: 1
JIAN-ZHONG-TANG	MESH:D005756	0 @@PMID: 26819622 #En1: Jianzhong Tang #En2: Chronic Gastritis *KeyWords: null/1 @@PMID: 26819622 #En1: Jianzhong Tang #En2: chronic gastritis *KeyWords: null/2 @@PMID: 26819622 #En1: Jianzhong Tang #En2: Chronic Gastritis *KeyWords: null/3 @@PMID: 26819622 #En1: Jianzhong Tang #En2: chronic gastritis *KeyWords: null/count: 4
JIAN-ZHONG-TANG	MESH:C536528	0 @@PMID: 31461974 #En1: Jianzhong Tang #En2: LPS *KeyWords: null/1 @@PMID: 31461974 #En1: Jianzhong Tang #En2: LPS *KeyWords: null/count: 2
JIAN-ZHONG-TANG	MESH:C537966	0 @@PMID: 31461974 #En1: Jianzhong Tang #En2: Rhizoma Glycyrrhizae Praeparata cum Melle *KeyWords: composed/1 @@PMID: 31461974 #En1: Jianzhong Tang #En2: Rhizoma Glycyrrhizae Praeparata cum Melle *KeyWords: composed/count: 2
JIAN-ZHONG-TANG	MESH:D005767	0 @@PMID: 31461974 #En1: Jianzhong Tang #En2: inflammatory gastrointestinal diseases *KeyWords: composed/1 @@PMID: 31461974 #En1: Jianzhong Tang #En2: inflammatory gastrointestinal diseases *KeyWords: composed/count: 2
JIAN-ZHONG-TANG	MESH:D005757	0 @@PMID: 29777900 #En1: Jianzhong Tang #En2: chronic atrophic gastritis *KeyWords: null/1 @@PMID: 29777900 #En1: Jianzhong Tang #En2: chronic atrophic gastritis *KeyWords: used/2 @@PMID: 32128823 #En1: Jianzhong Tang #En2: chronic atrophic gastritis *KeyWords: null/3 @@PMID: 32128823 #En1: Jianzhong Tang #En2: chronic atrophic gastritis *KeyWords: treating/count: 4
JIAO-TAI-WAN	MESH:C538265	0 @@PMID: 24319477 #En1: Jiao tai wan #En2: attenuates hepatic lipid accumulation *KeyWords: null/1 @@PMID: 24319477 #En1: Jiao tai wan #En2: attenuates hepatic lipid accumulation *KeyWords: null/2 @@PMID: 31843572 #En1: Jiao-tai-wan #En2: attenuate systemic inflammation *KeyWords: has/3 @@PMID: 31843572 #En1: Jiao-tai-wan #En2: attenuate systemic inflammation *KeyWords: has/count: 4
JIAO-TAI-WAN	MESH:D003924	0 @@PMID: 24319477 #En1: Jiao tai wan #En2: type 2 diabetes mellitus *KeyWords: attenuates/1 @@PMID: 24319477 #En1: Jiao tai wan #En2: type 2 diabetes mellitus *KeyWords: attenuates/count: 2
JIAO-TAI-WAN	MESH:D000303	0 @@PMID: 24319477 #En1: Jiao Tai Wan #En2: Rhizoma Coptidis and Cortex Cinnamomi *KeyWords: used/1 @@PMID: 24319477 #En1: Jiao Tai Wan #En2: Rhizoma Coptidis and Cortex Cinnamomi *KeyWords: used/2 @@PMID: 24815220 #En1: Jiao-Tai-Wan #En2: Rhizoma coptidis and Cortex cinnamomi powder *KeyWords: consists/3 @@PMID: 24815220 #En1: Jiao-Tai-Wan #En2: Rhizoma coptidis and Cortex cinnamomi powder *KeyWords: consists/count: 4
JIAO-AI-TANG	MESH:C535764	0 @@PMID: 17080540 #En1: jiao-ai-tang #En2: chorionic gonadotropin *KeyWords: received/1 @@PMID: 17080540 #En1: jiao-ai-tang #En2: chorionic gonadotropin *KeyWords: received/count: 2
JIAO-AI-TANG	MESH:D006406	0 @@PMID: 17080540 #En1: jiao-ai-tang #En2: retroplacental hematoma *KeyWords: shorter/1 @@PMID: 17080540 #En1: jiao-ai-tang #En2: retroplacental hematoma *KeyWords: null/2 @@PMID: 17080540 #En1: jiao-ai-tang #En2: retroplacental hematoma *KeyWords: null/3 @@PMID: 17080540 #En1: jiao-ai-tang #En2: retroplacental hematoma *KeyWords: shorter/4 @@PMID: 17080540 #En1: jiao-ai-tang #En2: retroplacental hematoma *KeyWords: null/5 @@PMID: 17080540 #En1: jiao-ai-tang #En2: retroplacental hematoma *KeyWords: null/count: 6
JIAO-TAI-WAN	OMIM:245480	0 @@PMID: 21671182 #En1: Jiao-Tai-Wan #En2: Rhizoma Coptidis granules *KeyWords: composed/1 @@PMID: 21671182 #En1: Jiao-Tai-Wan #En2: Rhizoma Coptidis granules *KeyWords: composed/count: 2
JIAO-TAI-WAN	MESH:D003920	0 @@PMID: 23582408 #En1: Jiao-Tai-Wan #En2: diabetes mellitus *KeyWords: employed/1 @@PMID: 29187178 #En1: Jiao-Tai-Wan #En2: diabetes *KeyWords: used/2 @@PMID: 29187178 #En1: Jiao-Tai-Wan #En2: diabetes *KeyWords: used/3 @@PMID: 29187178 #En1: Jiao-Tai-Wan #En2: diabetes *KeyWords: used/4 @@PMID: 29187178 #En1: Jiao-Tai-Wan #En2: diabetes *KeyWords: used/count: 5
JIAO-TAI-WAN	MESH:C536528	0 @@PMID: 27796565 #En1: Jiao-Tai-Wan #En2: LPS *KeyWords: played/1 @@PMID: 27796565 #En1: Jiao-Tai-Wan #En2: LPS *KeyWords: played/count: 2
JIAO-TAI-WAN	MESH:D009765	0 @@PMID: 28335761 #En1: Jiao-Tai-Wan #En2: obesity *KeyWords: null/1 @@PMID: 30128882 #En1: Jiao-tai-wan #En2: obesity *KeyWords: null/2 @@PMID: 28335761 #En1: Jiao-Tai-Wan #En2: obesity *KeyWords: null/3 @@PMID: 30128882 #En1: Jiao-tai-wan #En2: obesity *KeyWords: null/count: 4
JIAO-TAI-WAN	MESH:D054463	0 @@PMID: 29187178 #En1: Jiao-Tai-Wan #En2: Jia-Wei-Jiao-Tai-Wan ameliorates type 2 diabetes *KeyWords: null/1 @@PMID: 29187178 #En1: Jiao-Tai-Wan #En2: Jia-Wei-Jiao-Tai-Wan ameliorates type 2 diabetes *KeyWords: null/count: 2
JIAO-TAI-WAN	MESH:D007027	0 @@PMID: 30128882 #En1: Jiao-tai-wan #En2: Hypothalamic *KeyWords: Up-regulates/1 @@PMID: 30128882 #En1: Jiao-tai-wan #En2: Hypothalamic *KeyWords: Up-regulates/count: 2
JIAO-TAI-WAN	MESH:C536563	0 @@PMID: 30128882 #En1: Jiao-tai-wan #En2: PSD *KeyWords: null/1 @@PMID: 30128882 #En1: Jiao-tai-wan #En2: PSD *KeyWords: null/count: 2
